PPDB Ref no,Pesticide,Chemical Name (CAS),CAS RN,Plant,Scientific name,Study location,Matrix,IN or ON matrix,Field or Undercover,Min (days),Max (days),Mean (days),SMILES
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Grape,Vitis vinifera L. cv. Sauvignon Blanc,Chile,Fruit,I,F,14.4,14.4,14.4,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Grape,Vitis vinifera L. cv. Pinot Noir,Chile,Fruit,I,F,15.3,15.3,15.3,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Guava,Psidium guajava,India,Fruit,I,F,4.41,4.71,4.56,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Green bean,Phaseolus vulgaris,Egypt,Leaves,I,F,9.1,9.1,9.1,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Lettuce (summer),Lactuca sativa,China,Leaves,I,F,1.9,2.5,2.2,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Lettuce (autumn),Lactuca sativa,China,Leaves,I,F,4.4,6.4,5.4,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Mustard,Brassica juncea L. Czern.,India,Pollen,I,F,0.45,0.59,0.52,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Mustard,Brassica juncea L. Czern.,India,Nectar,I,F,0.46,0.58,0.52,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Oilseed rape (summer),Brassica napus,China,Leaves,I,F,3.7,5.8,4.75,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Oilseed rape (autumn),Brassica napus,China,Leaves,I,F,5.8,6.6,3.7,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Onion,Allium cepa L.,India,Bulb,I,F,2.0,2.0,2.0,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Pakchoi,Brassica rapa subsp. chinensis,China,Leaves,I,F,1.6,5.0,3.3,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Pakchoi (summer),Brassica rapa subsp. chinensis,China,Leaves,I,F,2.1,6.8,4.45,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Pakchoi (autumn),Brassica rapa subsp. chinensis,China,Leaves,I,F,1.6,6.3,3.95,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Spinach (summer),Spinacia oleracea,China,Leaves,I,F,2.7,3.1,2.9,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Spinach (autumn),Spinacia oleracea,china,Leaves,I,F,6.8,13.6,10.2,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Spring onion,Allium fistulosum,Egypt,Leaves,I,F,4.2,4.2,4.2,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Tea,Camellia sinensis cv. Mixed,India,Leaves,I,F (under shade),2.8,4.0,3.4,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Tomato,Lycopersicon esculentum Mill.,India,Fruit,I,F (at room temp),1.88,2.07,1.98,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Tomato,Lycopersicon esculentum Mill.,India,Fruit,I,X (cold storage),2.02,2.35,2.19,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,Tomato,Lycopersicon esculentum Mill.,Egypt,Fruit,O,F,3.12,3.12,3.12,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
415,Lambda-cyhalothrin,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",91465-08-6,White mustard,Sinapis alba (L),Poland,Above ground plant,I,F,2.8,3.7,3.25,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
420,Lufenuron,"N-(((2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl)amino)carbonyl)-2,6-difluorobenzamide",103055-07-8,Chinese cabbage,Brassica rapa subsp. pekinensis,Republic of Korea,Leaves,I,U,4.6,5.8,5.2,FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl
420,Lufenuron,"N-(((2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl)amino)carbonyl)-2,6-difluorobenzamide",103055-07-8,Cotton,Gossypium hirsutum L.,China,Leaves,I,F,3.06,3.45,3.26,FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl
420,Lufenuron,"N-(((2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl)amino)carbonyl)-2,6-difluorobenzamide",103055-07-8,Grape,Vitis vinifera L. cv. Roditis & Cabernet Sauvignon,Greece,Fruit,I,F,42.52,63.59,53.06,FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl
420,Lufenuron,"N-(((2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl)amino)carbonyl)-2,6-difluorobenzamide",103055-07-8,Grape,Vitis vinifera L.,Egypt,Fruit,I,F,2.79,2.79,2.79,FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl
420,Lufenuron,"N-(((2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl)amino)carbonyl)-2,6-difluorobenzamide",103055-07-8,Pepper,Capsicum annuum L.,Spain,Fruit,I,U,1.21,5.21,3.21,FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl
420,Lufenuron,"N-(((2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl)amino)carbonyl)-2,6-difluorobenzamide",103055-07-8,Spring onion,Allium fistulosum,Egypt,Leaves,O,F,9.8,9.8,9.8,FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl
420,Lufenuron,"N-(((2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl)amino)carbonyl)-2,6-difluorobenzamide",103055-07-8,Zucchini,Cucurbita pepo cylindrica,Spain,Fruit,I,U,0.64,3.2,1.92,FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Alfalfa,Medicago sativa,USA,Leaves,I,F,0.7,4.1,2.4,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Apple,Malus pumila Mill.,India,Fruit,I,F,1.3,1.3,1.3,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Apple,Malus pumila Mill.,*,Fruit,I,F,3.0,3.0,3.0,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Apple,Malus pumila Mill.,*,Leaves,I,F,3.0,3.0,3.0,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Apple,Malus pumila Mill.,"WA, USA",Fruit,I,F,3.2,3.2,3.2,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Chicory,Cichorium intybus,"MD, USA",Leaves,I,F,0.7,1.4,1.05,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Collard,Brassica oleracea ,USA,Leaves,I,F,1.0,1.7,1.35,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Corn,Zea mays L.,Brazil,Grain,I,X (stored),110.0,114.0,112.0,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Cotton,Gossypium hirsutum L.,"KY, USA",Leaves,I,F,0.3,6.1,1.7,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Cotton,Gossypium hirsutum L.,"MS, USA",Leaves,I,F,1.2,5.5,3.0,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Cucumber,Cucumis sativus L.,China,Fruit,I,*,0.35,0.35,0.35,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Cucumber,Cucumis sativus L.,Spain,Fruit,I,U,2.4,2.4,2.4,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Date,Phoenix dactylifera,"CA, USA",Fruit,I,F,6.0,6.0,6.0,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Endive,Cichorium endivia,USA,Leaves,I,F,1.2,5.9,3.55,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Fenugreek,Trigonella foenum-graecum L.,India,Leaves,O,F,1.12,1.13,1.13,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Grape (sultana),Vitis vinifera L.,Australia,Fruit,I,F,0.67,13.0,6.84,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Grape,Vitis vinifera,Italy,Fruit,I,F,1.05,1.05,1.05,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Guava,Psidium guajava L.,India,Fruit,I,F,3.0,3.3,3.15,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Guava,Psidium guajava L.,Venezuela,Fruit,I,F,0.29,0.29,0.29,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Grapefruit,Citrus ¡Ñ paradisi,"FL, USA",Fruit,I,F,7.7,7.7,7.7,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Kale,Brassica oleracea var. Sabellica,"DC, USA",Leaves,O,F,3.1,3.1,3.1,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Lettuce,Lactuca sativa,*,Leaves,I,F,2.0,2.0,2.0,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Lettuce,Lactuca sativa,"MD, USA",Leaves,I,F,2.9,6.8,4.85,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Lima bean,Phaseolus lunatus L. var. Henderson Bush,USA,Leaves,O,F,1.3,1.3,1.3,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Lima bean,Phaseolus lunatus,"MD, USA",Leaves,I,F,1.3,2.8,2.05,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Lima bean,Phaseolus lunatus L. ,"MA, USA",Leaves,O,F,1.3,1.3,1.3,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Nectarine,Prunus persica var. Nucipersica cv. Nectaross,Italy,Fruit,O,F,3.1,3.1,3.1,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Okra,Abelmoschus esculentus L.,India,Fruit,O,F,1.73,2.35,2.04,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Okra,Abelmoschus esculentus L.,India,Fruit,I,F,6.92,6.92,6.92,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Onion,Allium cepa L.,*,Bulb,I,F,2.0,2.0,2.0,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Orange,Citrus x sinensis,"FL, USA",Leaves,I,F,2.3,2.3,2.3,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Orange,Citrus x sinensis,*,Peel,I,F,5.0,17.0,11.0,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Orange,Citrus x sinensis,"FL, USA",Fruit,I,F,6.9,6.9,6.9,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Orange,Citrus x sinensis L. cv. Valencia,"CA, USA",Peel,I,F,7.0,32.0,19.5,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Pea,Pisum sativum,Kenya,Leaves,O,U,4.4,4.4,4.4,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Pea,Pisum sativum,Kenya,Leaves,I,U,11.0,11.0,11.0,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Peanut,Arachis hypogaea,China,Fruit,I,F,0.9,1.4,1.15,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Pear,Pyrus communis,Egypt,Fruit,O,F,4.5,4.5,4.5,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Pepper (bell),Capsicum annuum L.,India,Fruit,I,F,1.18,1.36,1.27,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Pepper,Capsicum annuum L.,Spain,Fruit,I,U,2.6,2.6,2.6,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Pepper,Capsicum annuum L.,India,Fruit,I,F,5.49,5.49,5.49,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Snowpea,Pisum sativum Saccharatum cv. Ho Lohn Dow,Canada,Fruit,O,F,0.85,0.85,0.85,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Spring onion,Allium fistulosum L.,Venezuela,Leaves,I,X (growing trays - barbacoas),0.87,0.87,0.87,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Tangerine,Citrus reticulata,"FL, USA",Fruit,I,F,7.7,7.7,7.7,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Tea,Camellia sinensis L.,China,Leaves,O,F,0.37,0.5,0.44,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Temple,Hygrophila corymbosa,"FL, USA",Fruit,I,F,7.7,7.7,7.7,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Tobacco,Nicotiana tabacum,"MD, USA",Leaves,I,F,0.7,10.9,5.8,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Tomato,Lycopersicon esculentum Mill. Cv. Rio Grande,Venezuela,Fruit,I,F,1.14,1.14,1.14,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Tomato,Lycopersicon esculentum Mill.,*,Fruit,I,F,2.0,2.0,2.0,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Tomato,Lycopersicon esculentum Mill.,Saudi Arabia,Fruit,I,U,2.15,3.8,2.98,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Tomato,Lycopersicon esculentum Mill.,*,Fruit,O,U,4.4,4.4,4.4,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
421,Malathion,diethyl ((dimethoxyphosphinothioyl)thio)butanedioate,121-75-5,Turnip,Brassica rapa subsp. Rapa,"FL, USA",Leaves,I,F,6.4,6.4,6.4,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
426,Maneb,"((2-((dithiocarboxy)amino)ethyl)carbamodithioato))(2-)-kS,kS')manganese",12427-38-2,Boysenberry,Rubus ursinus ¡Ñ Rubus idaeus,New Zealand,Fruit,O,F,9.12,9.12,9.12,[Mn++].[S-]C(=S)NCCNC([S-])=S
426,Maneb,"((2-((dithiocarboxy)amino)ethyl)carbamodithioato))(2-)-kS,kS')manganese",12427-38-2,Eggplant,Solanum melongena L.,India,Whole plant,O,F,10.0,10.0,10.0,[Mn++].[S-]C(=S)NCCNC([S-])=S
426,Maneb,"((2-((dithiocarboxy)amino)ethyl)carbamodithioato))(2-)-kS,kS')manganese",12427-38-2,Endive,Cichorium endivia,Canada,Leaves,O,F,2.28,2.42,2.35,[Mn++].[S-]C(=S)NCCNC([S-])=S
426,Maneb,"((2-((dithiocarboxy)amino)ethyl)carbamodithioato))(2-)-kS,kS')manganese",12427-38-2,Green bean,Phaseolus vulgaris L. var. Harvester,"FL, USA",Leaves,I,F,2.8,2.8,2.8,[Mn++].[S-]C(=S)NCCNC([S-])=S
426,Maneb,"((2-((dithiocarboxy)amino)ethyl)carbamodithioato))(2-)-kS,kS')manganese",12427-38-2,Lettuce,Lactuca sativa,Canada,Leaves,O,F,2.03,2.99,2.51,[Mn++].[S-]C(=S)NCCNC([S-])=S
426,Maneb,"((2-((dithiocarboxy)amino)ethyl)carbamodithioato))(2-)-kS,kS')manganese",12427-38-2,Tomato,Lycopersicon esculentum Mill. var. Manalucie,"FL, USA",Leaves,O,*,3.2,3.2,3.2,[Mn++].[S-]C(=S)NCCNC([S-])=S
426,Maneb,"((2-((dithiocarboxy)amino)ethyl)carbamodithioato))(2-)-kS,kS')manganese",12427-38-2,Tomato,Lycopersicon esculentum Mill.,Lebanon,Fruit,O,U,17.7,17.7,17.7,[Mn++].[S-]C(=S)NCCNC([S-])=S
427,MCPA,(4-chloro-2-methylphenoxy)acetic acid,94-74-6,Russian wild ryegrass,Elymus junceus Fiscsh.,Canada,Blades,I,F,2.61,3.15,2.88,Cc1cc(Cl)ccc1OCC(O)=O
427,MCPA,(4-chloro-2-methylphenoxy)acetic acid,94-74-6,Smooth bromegrass,Bromus inermis Leyss. ,Canada,Blades,I,F,2.61,3.15,2.88,Cc1cc(Cl)ccc1OCC(O)=O
427,MCPA,(4-chloro-2-methylphenoxy)acetic acid,94-74-6,Wheat grass,Agropyron intermedium (Host) Beauv.,Canada,Blades,I,F,2.61,3.15,2.88,Cc1cc(Cl)ccc1OCC(O)=O
427,MCPA,(4-chloro-2-methylphenoxy)acetic acid,94-74-6,Maize,Zea mays L.,China,Grain,I,F,5.6,6.7,6.15,Cc1cc(Cl)ccc1OCC(O)=O
